time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,moving,grade_smooth,torque
793,270,79,151,2467.0,146.0,43.586395,1.462907,3.4,true,0.0,33
794,271,79,151,2470.0,146.0,43.58637,1.462916,3.3,true,0.0,33
795,271,79,151,2473.0,146.0,43.586338,1.462925,3.2,true,0.0,33
796,271,79,151,2476.0,146.0,43.58631,1.462932,3.1,true,0.0,33
797,271,79,151,2479.0,146.0,43.586285,1.46294,3.0,true,0.0,33
798,271,79,151,2482.0,146.0,43.586258,1.462946,3.0,true,0.0,33
799,270,79,151,2484.5,146.0,43.586235,1.462952,2.9,true,0.0,33
800,270,79,151,2487.0,146.0,43.58621,1.462959,2.8,true,0.0,33
801,270,79,151,2490.5,146.0,43.58618,1.462966,2.9,true,0.0,33
802,270,79,151,2494.0,146.0,43.58616,1.462976,3.0,true,0.0,33
803,269,79,151,2497.0,146.0,43.586132,1.462986,3.0,true,0.0,33
804,268,79,151,2500.0,146.0,43.586105,1.462997,3.1,true,0.0,32
805,267,79,151,2503.5,146.0,43.58608,1.46301,3.3,true,0.0,32
806,267,79,151,2507.0,146.0,43.58605,1.463023,3.3,true,0.0,32
807,266,79,151,2510.5,146.0,43.586018,1.463036,3.3,true,0.0,32
808,266,79,151,2514.0,146.0,43.58599,1.463049,3.4,true,0.0,32
809,266,79,151,2517.0,146.0,43.58596,1.463062,3.4,true,0.0,32
810,266,79,151,2520.0,146.0,43.58593,1.463073,3.3,true,0.0,32
811,265,79,151,2523.5,146.0,43.585903,1.463084,3.3,true,0.0,32
812,265,79,151,2527.0,146.0,43.585876,1.463097,3.3,true,0.0,32
813,265,79,151,2530.0,146.0,43.58585,1.463109,3.2,true,0.0,32
814,266,79,151,2533.0,146.0,43.58582,1.463123,3.2,true,0.0,32
815,266,79,151,2536.0,146.0,43.585796,1.463138,3.2,true,0.0,32
816,267,79,151,2539.0,146.0,43.58577,1.463152,3.1,true,0.0,32
817,267,79,151,2542.0,146.0,43.585743,1.463166,3.0,true,0.0,32
818,268,79,151,2545.0,146.0,43.585716,1.463179,3.0,true,0.0,32
819,268,79,151,2548.0,146.0,43.58569,1.463192,3.0,true,0.0,32
820,268,79,151,2551.0,146.0,43.585667,1.463203,3.0,true,0.0,32
821,268,79,151,2554.5,146.0,43.58564,1.463215,3.1,true,0.0,32
822,268,79,151,2558.0,146.0,43.585613,1.463226,3.2,true,0.0,32
823,268,79,152,2561.0,146.0,43.585583,1.463237,3.2,true,0.0,32
824,268,79,152,2564.0,146.0,43.585556,1.463248,3.2,true,0.0,32
825,268,79,152,2567.5,146.0,43.58553,1.463258,3.3,true,0.0,32
826,269,79,152,2571.0,146.0,43.585503,1.463269,3.3,true,0.0,33
827,269,79,152,2574.0,146.0,43.585472,1.463279,3.2,true,0.0,33
828,269,79,152,2577.0,146.0,43.58545,1.463291,3.2,true,0.0,33
829,269,79,152,2579.5,146.0,43.585423,1.463303,3.1,true,0.0,33
830,269,79,154,2582.0,146.0,43.585396,1.463316,2.9,true,0.0,33
831,269,79,155,2585.5,146.0,43.585373,1.463329,2.9,true,0.0,33
832,269,79,156,2589.0,146.0,43.585346,1.46334,3.0,true,0.0,33
833,269,79,156,2591.5,146.0,43.585323,1.463352,2.9,true,8.7,33
834,269,79,157,2594.0,146.0,43.585297,1.463362,2.9,true,0.0,33
835,269,79,158,2597.0,147.0,43.58527,1.463371,3.0,true,0.0,33
836,270,79,158,2600.0,146.0,43.585243,1.46338,2.9,true,0.0,33
837,270,79,158,2603.0,146.0,43.58522,1.463389,2.8,true,-8.3,33
838,270,79,158,2606.0,146.0,43.585194,1.463397,2.9,true,0.0,33
839,270,79,158,2609.0,146.0,43.585167,1.463405,3.0,true,0.0,33
840,270,79,158,2612.0,146.0,43.58514,1.463412,3.0,true,0.0,33
841,269,79,158,2615.0,146.0,43.585114,1.46342,3.0,true,0.0,33
842,269,80,158,2618.0,146.0,43.585087,1.463428,3.0,true,0.0,32
843,269,80,158,2621.0,146.0,43.58506,1.463435,3.0,true,0.0,32
844,269,80,158,2624.0,146.0,43.585033,1.463443,3.0,true,0.0,32
845,269,80,158,2627.5,146.0,43.585007,1.463451,3.1,true,0.0,32
846,269,80,158,2631.0,146.0,43.58498,1.463459,3.2,true,0.0,32
847,269,80,158,2633.5,146.0,43.584953,1.463467,3.1,true,0.0,32
848,269,80,158,2636.0,146.0,43.584927,1.463476,3.0,true,0.0,32
849,268,80,157,2639.0,146.0,43.584904,1.463484,3.0,true,0.0,32
850,268,80,156,2642.0,146.0,43.584877,1.463492,2.9,true,0.0,32
851,268,79,155,2645.0,146.0,43.58485,1.4635,2.8,true,0.0,32
852,268,79,155,2648.0,146.0,43.584824,1.463508,2.9,true,0.0,32
853,268,79,155,2651.0,146.0,43.5848,1.463516,3.0,true,0.0,32
854,268,80,156,2654.0,146.0,43.58477,1.463523,3.0,true,0.0,32
855,267,80,156,2657.5,146.0,43.584743,1.463531,3.1,true,0.0,32
856,267,80,156,2661.0,146.0,43.584713,1.463538,3.2,true,0.0,32
857,267,80,156,2664.5,146.0,43.584686,1.463546,3.3,true,0.0,32
858,267,80,156,2668.0,146.0,43.584656,1.463554,3.4,true,0.0,32
859,267,80,156,2671.0,146.0,43.584625,1.463562,3.4,true,0.0,32
860,267,81,156,2674.0,146.0,43.5846,1.463572,3.3,true,0.0,31
861,267,80,157,2677.5,146.0,43.584568,1.463582,3.3,true,0.0,32
862,267,80,156,2681.0,146.0,43.58454,1.463592,3.3,true,0.0,32
863,267,80,156,2684.0,146.0,43.584515,1.463603,3.2,true,0.0,32
864,267,80,156,2687.0,146.0,43.584484,1.463613,3.2,true,0.0,32
865,267,79,156,2690.0,146.0,43.584457,1.463623,3.2,true,0.0,32
866,268,79,156,2693.0,146.0,43.58443,1.463631,3.1,true,0.0,32
867,268,79,156,2696.0,146.0,43.584404,1.463639,3.0,true,0.0,32
868,268,79,156,2699.0,146.0,43.584377,1.463648,3.0,true,0.0,32
869,268,79,156,2702.5,146.0,43.58435,1.463656,3.1,true,0.0,32
870,268,79,156,2706.0,146.0,43.584324,1.463664,3.2,true,0.0,32
871,268,79,156,2708.5,146.0,43.584297,1.463672,3.1,true,0.0,32
872,268,79,156,2711.0,146.0,43.58427,1.463681,3.0,true,0.0,32
873,268,79,155,2714.0,146.0,43.584248,1.46369,3.0,true,0.0,32
874,268,79,155,2717.0,146.0,43.58422,1.463701,2.9,true,0.0,32
875,268,79,155,2720.0,146.0,43.584194,1.463713,2.8,true,0.0,32
876,268,80,155,2723.0,146.0,43.58417,1.463727,2.9,true,0.0,32
877,267,80,155,2726.5,146.0,43.584145,1.463741,3.1,true,0.0,32
878,267,80,155,2730.0,146.0,43.584118,1.463755,3.2,true,0.0,32
879,267,80,155,2733.0,146.0,43.58409,1.463769,3.2,true,0.0,32
880,267,80,155,2736.0,146.0,43.584064,1.46378,3.2,true,0.0,32
881,267,80,155,2739.5,146.0,43.584038,1.463791,3.3,true,0.0,32
882,267,80,154,2743.0,146.0,43.584007,1.463802,3.3,true,0.0,32
883,267,80,153,2746.0,146.0,43.58398,1.463813,3.2,true,0.0,32
884,267,80,152,2749.0,146.0,43.58395,1.463826,3.2,true,0.0,32
885,267,80,152,2752.5,146.0,43.58392,1.463838,3.3,true,0.0,32
886,267,80,152,2756.0,146.0,43.583893,1.463852,3.3,true,0.0,32
887,267,80,152,2759.5,146.0,43.583862,1.463865,3.3,true,0.0,32
888,267,80,152,2763.0,146.0,43.58383,1.463876,3.4,true,0.0,32
889,267,80,151,2766.5,146.0,43.5838,1.463888,3.5,true,0.0,32
890,268,80,151,2770.0,146.0,43.583775,1.463897,3.5,true,0.0,32
891,268,80,151,2773.0,146.0,43.583744,1.463907,3.4,true,0.0,32
892,268,81,151,2776.0,146.0,43.583717,1.463916,3.3,true,0.0,32
893,269,81,151,2779.5,146.0,43.58369,1.463926,3.3,true,0.0,32
894,270,81,151,2783.0,146.0,43.58366,1.463937,3.3,true,0.0,32
895,270,81,151,2786.0,146.0,43.583633,1.463948,3.2,true,0.0,32
896,270,81,151,2789.0,146.0,43.583607,1.46396,3.2,true,0.0,32
897,270,80,151,2792.5,146.0,43.583576,1.463972,3.3,true,0.0,32
898,270,80,151,2796.0,146.0,43.58355,1.463984,3.3,true,0.0,32
899,270,80,151,2799.0,146.0,43.583523,1.463996,3.2,true,0.0,32
900,270,80,152,2802.0,146.0,43.583496,1.464006,3.2,true,0.0,32
901,270,80,152,2805.0,146.0,43.583466,1.464016,3.2,true,0.0,32
902,270,79,152,2808.0,146.0,43.58344,1.464026,3.1,true,0.0,33
903,270,79,152,2811.0,146.0,43.583412,1.464036,3.0,true,0.0,33
904,270,79,152,2814.0,146.0,43.583385,1.464045,3.0,true,0.0,33
905,270,79,152,2817.5,146.0,43.58336,1.464055,3.1,true,0.0,33
906,270,80,152,2821.0,146.0,43.583332,1.464063,3.2,true,0.0,32
907,270,80,152,2823.5,146.0,43.583305,1.464071,3.1,true,0.0,32
908,270,80,152,2826.0,146.0,43.583282,1.464078,3.0,true,0.0,32
909,269,80,152,2829.0,146.0,43.583256,1.464086,3.0,true,0.0,32
910,269,80,152,2832.0,146.0,43.58323,1.464096,2.9,true,0.0,32
911,269,80,152,2835.0,146.0,43.583202,1.464105,2.8,true,0.0,32
912,269,80,152,2838.0,146.0,43.583176,1.464116,2.9,true,0.0,32
913,268,80,152,2841.5,146.0,43.583153,1.464128,3.1,true,0.0,32
914,268,80,152,2845.0,146.0,43.583122,1.464139,3.2,true,0.0,32
915,268,80,152,2848.0,146.0,43.583096,1.46415,3.2,true,0.0,32
916,268,80,152,2851.0,146.0,43.583073,1.464159,3.2,true,0.0,32
917,268,80,153,2854.0,146.0,43.583046,1.464168,3.2,true,0.0,32
918,268,80,153,2857.0,146.0,43.58302,1.464177,3.1,true,0.0,32
919,267,79,153,2860.0,146.0,43.582993,1.464186,3.0,true,0.0,32
920,267,79,153,2863.0,146.0,43.582966,1.464195,3.0,true,0.0,32
921,267,79,153,2866.0,146.0,43.58294,1.464204,3.0,true,0.0,32
922,267,79,153,2869.0,146.0,43.582912,1.464214,3.0,true,0.0,32
923,267,79,153,2872.0,146.0,43.582886,1.464223,3.0,true,0.0,32
924,267,79,153,2875.0,146.0,43.58286,1.464235,3.0,true,0.0,32
925,267,79,153,2878.5,146.0,43.58283,1.464246,3.1,true,0.0,32
926,267,79,153,2882.0,146.0,43.5828,1.464258,3.2,true,0.0,32
927,266,79,152,2885.0,146.0,43.582775,1.46427,3.2,true,0.0,32
928,266,79,152,2888.0,146.0,43.582745,1.464281,3.2,true,0.0,32
929,266,79,152,2891.5,146.0,43.582718,1.464292,3.3,true,0.0,32
930,266,80,153,2895.0,146.0,43.582687,1.464302,3.3,true,0.0,32
931,266,79,153,2898.0,146.0,43.58266,1.464313,3.2,true,0.0,32
932,267,79,152,2901.0,146.0,43.582634,1.464323,3.2,true,0.0,32
933,267,79,152,2904.5,146.0,43.582603,1.464333,3.3,true,0.0,32
934,267,79,152,2908.0,146.0,43.582577,1.464342,3.3,true,0.0,32
935,267,79,152,2911.0,146.0,43.58255,1.464352,3.2,true,0.0,32
936,268,79,152,2914.0,146.0,43.58252,1.464362,3.2,true,0.0,32
937,268,79,153,2917.0,146.0,43.582493,1.464372,3.2,true,0.0,32
938,268,79,153,2920.0,146.0,43.582466,1.464383,3.1,true,0.0,32
939,268,79,153,2923.5,146.0,43.58244,1.464394,3.1,true,0.0,32
940,268,80,153,2927.0,146.0,43.582413,1.464406,3.2,true,0.0,32
941,268,80,153,2929.5,146.0,43.58239,1.464417,3.1,true,0.0,32
942,268,80,153,2932.0,146.0,43.582363,1.464427,3.0,true,0.0,32
943,268,80,153,2935.0,146.0,43.58234,1.464437,3.0,true,0.0,32
944,268,80,152,2938.0,146.0,43.582314,1.464445,2.9,true,0.0,32
945,268,80,152,2941.0,146.0,43.58229,1.464454,2.8,true,0.0,32
946,268,80,152,2944.0,146.0,43.582264,1.464462,2.9,true,0.0,32
947,267,80,152,2947.0,146.0,43.582237,1.464471,3.0,true,0.0,32
948,267,80,152,2950.0,146.0,43.58221,1.46448,3.0,true,0.0,32
949,266,80,150,2953.0,146.0,43.582188,1.46449,3.0,true,0.0,32
950,266,80,149,2956.0,146.0,43.582157,1.464502,3.0,true,0.0,32
951,265,80,149,2959.5,146.0,43.58213,1.464513,3.1,true,0.0,32
952,265,80,150,2963.0,146.0,43.5821,1.464525,3.2,true,0.0,32
953,265,80,150,2966.0,146.0,43.582073,1.464537,3.2,true,0.0,32
954,265,80,150,2969.0,146.0,43.582047,1.464548,3.2,true,0.0,32
955,265,80,150,2972.0,146.0,43.58202,1.464559,3.2,true,0.0,32
956,265,80,150,2975.0,146.0,43.58199,1.46457,3.1,true,0.0,32
957,265,80,149,2978.5,146.0,43.581963,1.46458,3.1,true,0.0,32
958,266,80,149,2982.0,146.0,43.581936,1.464589,3.2,true,0.0,32
959,266,80,149,2985.0,146.0,43.58191,1.464599,3.2,true,0.0,32
960,266,80,149,2988.0,146.0,43.581882,1.464608,3.2,true,0.0,32
961,266,79,149,2991.0,146.0,43.581852,1.464618,3.2,true,0.0,32
962,266,79,150,2994.0,146.0,43.581825,1.464627,3.1,true,0.0,32
963,266,79,151,2997.5,146.0,43.5818,1.464637,3.1,true,0.0,32
964,266,80,151,3001.0,146.0,43.58177,1.464647,3.2,true,0.0,32
965,266,79,152,3004.0,146.0,43.581745,1.464658,3.2,true,0.0,32
966,266,79,152,3007.0,146.0,43.581715,1.464667,3.2,true,0.0,32
967,266,79,152,3010.0,146.0,43.581688,1.464677,3.2,true,0.0,32
968,267,80,152,3013.0,146.0,43.58166,1.464686,3.1,true,0.0,32
969,267,80,152,3016.5,146.0,43.581635,1.464695,3.1,true,0.0,32
970,267,80,152,3020.0,146.0,43.581608,1.464706,3.2,true,0.0,32
971,267,80,152,3023.0,146.0,43.58158,1.464716,3.2,true,0.0,32
972,267,80,152,3026.0,146.0,43.581554,1.464726,3.2,true,0.0,32
973,267,79,152,3029.0,146.0,43.581528,1.464737,3.2,true,0.0,32
974,267,79,152,3032.0,146.0,43.5815,1.464747,3.1,true,0.0,32
975,267,79,152,3035.0,146.0,43.581474,1.464757,3.0,true,0.0,32
976,267,79,152,3038.0,146.0,43.581448,1.464768,3.0,true,0.0,32
977,267,79,152,3041.0,146.0,43.58142,1.464779,3.0,true,0.0,32
978,267,80,152,3044.0,146.0,43.581394,1.464793,3.0,true,0.0,32
979,267,80,152,3047.5,146.0,43.581367,1.464807,3.1,true,0.0,32
980,267,80,152,3051.0,146.0,43.58134,1.464822,3.2,true,0.0,32
981,267,80,152,3054.0,146.0,43.581318,1.464837,3.2,true,0.0,32
982,267,80,152,3057.0,146.0,43.58129,1.464855,3.2,true,0.0,32
983,267,80,152,3060.0,146.0,43.581264,1.464872,3.2,true,0.0,32
984,267,80,152,3063.0,146.0,43.58124,1.464892,3.1,true,0.0,32
985,267,80,151,3066.5,146.0,43.581215,1.464911,3.1,true,0.0,32
986,267,80,151,3070.0,146.0,43.581192,1.464932,3.2,true,0.0,32
987,267,80,151,3073.0,146.0,43.581165,1.464953,3.2,true,0.0,32
988,267,80,151,3076.0,146.0,43.581142,1.464976,3.2,true,0.0,32
989,267,80,151,3079.5,146.0,43.58112,1.464999,3.3,true,0.0,32
990,268,80,151,3083.0,146.0,43.581097,1.465023,3.3,true,0.0,32
991,268,79,151,3086.0,146.0,43.581074,1.465046,3.2,true,0.0,32
992,268,79,150,3089.0,146.0,43.58105,1.46507,3.2,true,0.0,32
993,268,79,150,3092.5,146.0,43.581024,1.465095,3.3,true,0.0,32
994,268,79,150,3096.0,146.0,43.581,1.465119,3.3,true,0.0,32
995,268,79,150,3099.0,146.0,43.580982,1.465144,3.2,true,0.0,32
996,268,80,150,3102.0,146.0,43.58096,1.465169,3.2,true,0.0,32
997,268,79,150,3105.0,146.0,43.580936,1.465194,3.2,true,0.0,32
998,269,79,150,3108.0,146.0,43.580917,1.46522,3.1,true,0.0,33
999,269,79,150,3111.5,146.0,43.580894,1.465246,3.1,true,0.0,33
1000,269,80,150,3115.0,146.0,43.580875,1.465273,3.2,true,0.0,32
1001,269,80,150,3118.0,146.0,43.580853,1.4653,3.2,true,0.0,32
1002,269,80,151,3121.0,146.0,43.58083,1.465331,3.2,true,0.0,32
1003,269,79,151,3124.5,146.0,43.58081,1.465361,3.3,true,0.0,33
1004,269,78,151,3128.0,146.0,43.58079,1.465392,3.3,true,0.0,33
1005,269,78,151,3131.0,146.0,43.580772,1.465423,3.2,true,0.0,33
1006,270,78,151,3134.0,146.0,43.580753,1.465455,3.2,true,0.0,33
1007,270,78,151,3137.5,146.0,43.580738,1.465487,3.3,true,0.0,33
1008,270,78,151,3141.0,146.0,43.58072,1.465518,3.3,true,0.0,33
1009,270,78,151,3144.0,146.0,43.580704,1.465549,3.2,true,0.0,33
1010,270,79,151,3147.0,146.0,43.580685,1.465579,3.2,true,0.0,33
1011,270,79,152,3150.0,146.0,43.58067,1.46561,3.2,true,0.0,33
1012,270,79,152,3153.0,146.0,43.58065,1.46564,3.1,true,0.0,33
1013,270,79,152,3156.5,146.0,43.58063,1.46567,3.1,true,0.0,33
1014,271,79,153,3160.0,146.0,43.580612,1.465699,3.2,true,0.0,33
1015,271,79,153,3163.0,146.0,43.580593,1.465728,3.2,true,0.0,33
1016,271,79,153,3166.0,146.0,43.580578,1.465756,3.2,true,0.0,33
1017,270,79,153,3168.5,146.0,43.58056,1.465784,3.1,true,0.0,33
1018,270,79,154,3171.0,146.0,43.58054,1.465812,2.9,true,0.0,33
1019,270,79,154,3174.5,146.0,43.580524,1.46584,2.9,true,0.0,33
1020,270,79,154,3178.0,146.0,43.580505,1.465869,3.0,true,0.0,33
1021,270,79,154,3181.0,146.0,43.580486,1.465897,3.0,true,0.0,33
1022,270,79,154,3184.0,146.0,43.58047,1.465925,3.1,true,0.0,33
1023,270,79,155,3187.0,146.0,43.580452,1.465953,3.2,true,0.0,33
1024,270,79,155,3190.0,146.0,43.580437,1.465982,3.1,true,0.0,33
1025,269,79,154,3193.0,146.0,43.580418,1.466012,3.0,true,0.0,33
1026,269,79,154,3196.0,146.0,43.5804,1.466041,3.0,true,0.0,33
1027,269,79,154,3199.5,146.0,43.58038,1.466071,3.1,true,0.0,33
1028,269,80,154,3203.0,146.0,43.58036,1.466102,3.2,true,0.0,32
1029,268,79,153,3206.0,146.0,43.58034,1.466132,3.2,true,0.0,32
1030,268,79,152,3209.0,146.0,43.580322,1.466162,3.2,true,0.0,32
1031,268,79,152,3212.0,146.0,43.580303,1.466193,3.2,true,0.0,32
1032,268,79,151,3215.0,146.0,43.580284,1.466225,3.1,true,0.0,32
1033,268,79,151,3218.5,146.0,43.58027,1.466256,3.1,true,0.0,32
1034,268,79,151,3222.0,146.0,43.580254,1.466289,3.2,true,0.0,32
1035,268,79,151,3225.0,146.0,43.580235,1.466322,3.2,true,0.0,32
1036,269,79,151,3228.0,146.0,43.58022,1.466356,3.2,true,0.0,33
1037,269,79,151,3231.5,146.0,43.580208,1.466389,3.3,true,0.0,33
1038,269,79,152,3235.0,146.0,43.580193,1.466424,3.3,true,0.0,33
1039,269,79,152,3238.0,146.0,43.580177,1.466459,3.2,true,0.0,33
1040,269,79,153,3241.0,146.0,43.580166,1.466494,3.2,true,0.0,33
1041,269,79,154,3244.0,146.0,43.580154,1.46653,3.2,true,0.0,33
1042,269,79,154,3247.0,146.0,43.58014,1.466563,3.1,true,0.0,33
1043,269,79,154,3250.0,146.0,43.580128,1.466597,3.0,true,0.0,33
1044,270,80,154,3253.0,146.0,43.580112,1.46663,3.0,true,0.0,32
1045,269,80,155,3256.0,146.0,43.5801,1.466662,3.0,true,0.0,32
1046,269,80,155,3259.0,146.0,43.580086,1.466692,3.0,true,0.0,32
1047,269,80,155,3262.0,146.0,43.58007,1.466723,3.0,true,0.0,32
1048,269,80,155,3265.0,146.0,43.580055,1.466753,3.0,true,0.0,32
1049,268,80,155,3268.0,146.0,43.580044,1.466783,3.0,true,0.0,32
1050,268,80,155,3271.0,146.0,43.580025,1.466812,3.0,true,0.0,32
1051,268,80,155,3274.0,146.0,43.58001,1.466841,3.0,true,0.0,32
1052,268,80,156,3277.0,146.0,43.57999,1.466869,3.0,true,0.0,32
1053,267,80,155,3280.0,146.0,43.57997,1.466897,3.0,true,0.0,32
1054,267,81,155,3283.0,146.0,43.579952,1.466924,3.0,true,0.0,31
1055,267,81,155,3286.0,146.0,43.579933,1.466952,3.0,true,0.0,31
1056,267,81,155,3289.0,146.0,43.579914,1.466979,3.0,true,0.0,31
1057,267,81,155,3292.5,146.0,43.57989,1.467006,3.1,true,0.0,31
1058,267,81,155,3296.0,146.0,43.579872,1.467033,3.2,true,0.0,31
1059,266,81,155,3299.0,146.0,43.57985,1.46706,3.2,true,0.0,31
1060,266,81,155,3302.0,146.0,43.57983,1.467087,3.2,true,0.0,31
1061,266,81,155,3305.5,146.0,43.579807,1.467114,3.3,true,0.0,31
1062,266,81,155,3309.0,146.0,43.579784,1.467139,3.3,true,0.0,31
1063,266,81,155,3312.0,146.0,43.57976,1.467164,3.2,true,0.0,31
1064,267,81,155,3315.0,146.0,43.579742,1.467188,3.2,true,0.0,31
1065,267,81,155,3318.0,146.0,43.57972,1.467212,3.2,true,0.0,31
1066,267,81,154,3321.0,146.0,43.579697,1.467234,3.1,true,0.0,31
1067,267,81,153,3324.5,146.0,43.579674,1.467257,3.1,true,0.0,31
1068,267,81,152,3328.0,146.0,43.579647,1.467279,3.2,true,0.0,31
1069,267,80,152,3331.0,146.0,43.579624,1.467301,3.2,true,0.0,32
1070,267,80,151,3334.0,146.0,43.5796,1.467322,3.2,true,0.0,32
1071,267,80,151,3337.0,146.0,43.57958,1.467343,3.2,true,0.0,32
1072,267,80,151,3340.0,146.0,43.57955,1.467362,3.1,true,0.0,32
1073,267,80,151,3343.0,146.0,43.57953,1.467382,3.0,true,0.0,32
1074,267,80,151,3346.0,146.0,43.579506,1.467402,3.0,true,0.0,32
1075,267,80,151,3349.5,146.0,43.57948,1.467421,3.1,true,0.0,32
1076,268,80,151,3353.0,146.0,43.579456,1.467443,3.2,true,0.0,32
1077,268,80,152,3356.0,146.0,43.57943,1.467465,3.2,true,0.0,32
1078,268,81,152,3359.0,146.0,43.579407,1.467487,3.2,true,0.0,32
1079,268,80,152,3362.5,146.0,43.579384,1.467509,3.3,true,0.0,32
1080,268,80,152,3366.0,146.0,43.579357,1.46753,3.3,true,0.0,32
1081,268,80,152,3369.5,146.0,43.579334,1.467551,3.3,true,0.0,32
1082,268,80,152,3373.0,146.0,43.579308,1.467572,3.4,true,0.0,32
1083,268,80,153,3376.0,146.0,43.57928,1.467592,3.4,true,8.0,32
1084,268,80,153,3379.0,146.0,43.579258,1.467612,3.3,true,8.3,32
1085,268,80,153,3382.0,147.0,43.57923,1.467632,3.2,true,8.3,32
1086,269,80,153,3385.0,147.0,43.57921,1.467651,3.1,true,8.3,32
1087,269,80,153,3388.0,147.0,43.579185,1.467671,3.0,true,0.0,32
1088,269,80,153,3391.0,147.0,43.57916,1.46769,3.0,true,0.0,32
1089,269,79,153,3394.0,147.0,43.579136,1.46771,3.0,true,0.0,33
1090,269,79,153,3397.0,147.0,43.579113,1.467729,3.0,true,0.0,33
1091,269,79,153,3400.0,147.0,43.57909,1.467748,3.0,true,0.0,33
1092,269,79,153,3403.0,147.0,43.579067,1.467767,3.0,true,0.0,33
1093,269,79,153,3406.0,147.0,43.579044,1.467785,3.0,true,0.0,33
1094,269,79,153,3409.0,147.0,43.57902,1.467803,3.0,true,0.0,33
1095,269,79,153,3412.0,147.0,43.579,1.467822,3.0,true,0.0,33
1096,269,80,153,3415.0,147.0,43.578976,1.46784,3.0,true,0.0,32
1097,269,80,152,3418.0,147.0,43.578953,1.467858,3.0,true,0.0,32
1098,269,80,152,3421.0,147.0,43.578926,1.467876,3.0,true,0.0,32
1099,269,80,152,3424.0,147.0,43.578903,1.467893,3.0,true,0.0,32
1100,269,80,152,3427.0,147.0,43.57888,1.46791,3.0,true,0.0,32
1101,268,80,152,3430.5,147.0,43.578854,1.467927,3.1,true,0.0,32
1102,268,81,152,3434.0,147.0,43.57883,1.467946,3.2,true,0.0,32
1103,268,81,152,3437.0,147.0,43.578804,1.467964,3.2,true,0.0,32
1104,268,81,152,3440.0,147.0,43.578777,1.467983,3.2,true,0.0,32
1105,268,80,152,3443.0,147.0,43.578754,1.468003,3.2,true,0.0,32
1106,268,80,152,3446.0,147.0,43.57873,1.468022,3.1,true,0.0,32
1107,268,80,152,3449.0,147.0,43.57871,1.468042,3.0,true,0.0,32
1108,268,80,152,3452.0,147.0,43.578686,1.468061,3.0,true,0.0,32
1109,268,80,152,3455.0,147.0,43.578663,1.468079,3.0,true,0.0,32
1110,268,80,152,3458.0,147.0,43.578636,1.468096,3.0,true,0.0,32
1111,268,80,152,3461.5,147.0,43.57861,1.468114,3.1,true,0.0,32
1112,268,80,153,3465.0,147.0,43.578587,1.468131,3.2,true,0.0,32
1113,268,80,153,3468.0,147.0,43.57856,1.468148,3.2,true,0.0,32
1114,268,80,154,3471.0,147.0,43.578533,1.468167,3.2,true,0.0,32
1115,267,80,154,3474.5,147.0,43.578506,1.468186,3.3,true,0.0,32
1116,267,80,155,3478.0,147.0,43.578484,1.468206,3.3,true,0.0,32
1117,267,80,155,3481.0,147.0,43.578457,1.468226,3.2,true,0.0,32
1118,268,80,155,3484.0,147.0,43.57843,1.468245,3.2,true,0.0,32
1119,268,80,155,3487.0,147.0,43.578407,1.468265,3.2,true,0.0,32
1120,268,80,154,3490.0,147.0,43.57838,1.468285,3.1,true,0.0,32
1121,268,80,153,3493.5,147.0,43.578358,1.468305,3.1,true,0.0,32
1122,268,80,153,3497.0,147.0,43.57833,1.468325,3.2,true,0.0,32
1123,268,80,153,3500.0,147.0,43.57831,1.468345,3.2,true,0.0,32
1124,268,80,153,3503.0,147.0,43.57828,1.468363,3.2,true,0.0,32
1125,268,80,152,3506.0,147.0,43.57826,1.468382,3.2,true,0.0,32
1126,269,80,152,3509.0,147.0,43.57823,1.4684,3.1,true,0.0,32
1127,269,80,152,3512.0,147.0,43.57821,1.468418,3.0,true,0.0,32
1128,269,80,152,3515.0,147.0,43.578182,1.468436,3.0,true,0.0,32
1129,268,80,152,3518.5,147.0,43.57816,1.468454,3.1,true,0.0,32
1130,268,80,152,3522.0,147.0,43.578136,1.468472,3.2,true,0.0,32
1131,268,80,152,3525.0,147.0,43.57811,1.468489,3.2,true,0.0,32
1132,268,80,152,3528.0,147.0,43.578083,1.468506,3.2,true,0.0,32
1133,268,80,153,3531.0,147.0,43.57806,1.468524,3.2,true,0.0,32
1134,268,80,153,3534.0,147.0,43.578033,1.468539,3.1,true,0.0,32
1135,268,80,153,3537.0,147.0,43.578007,1.468554,3.0,true,0.0,32
1136,268,80,153,3540.0,147.0,43.57798,1.468567,3.0,true,0.0,32
1137,268,80,153,3543.5,147.0,43.577953,1.46858,3.1,true,0.0,32
1138,268,80,152,3547.0,147.0,43.57793,1.468592,3.2,true,0.0,32
1139,268,80,152,3550.0,147.0,43.577904,1.468604,3.2,true,0.0,32
1140,268,80,152,3553.0,147.0,43.577877,1.468617,3.2,true,0.0,32
1141,268,80,152,3556.0,147.0,43.57785,1.468631,3.2,true,0.0,32
1142,268,80,152,3559.0,147.0,43.577827,1.468645,3.1,true,0.0,32
1143,268,80,151,3562.0,147.0,43.5778,1.46866,3.0,true,0.0,32
1144,268,80,151,3565.0,147.0,43.577778,1.468677,3.0,true,0.0,32
1145,268,80,150,3568.0,147.0,43.57775,1.468694,3.0,true,0.0,32
1146,268,80,150,3571.0,147.0,43.57773,1.468712,3.0,true,0.0,32
